CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Current Police Districts,DELETE - Zip Codes,DELETE - Police Districts,DELETE - Neighborhoods,DELETE - Neighborhoods_from_fyvs_ahh9,DELETE - 2017 Fix It Zones,DELETE - SF Find Neighborhoods,Civic Center Harm Reduction Project Boundary,DELETE - Current Supervisor Districts,Fix It Zones as of 2017-11-06 ,Invest In Neighborhoods (IIN) Areas,DELETE - HSOC Zones,Fix It Zones as of 2018-02-07,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,HSOC Zones as of 2018-06-05,OWED Public Spaces,Parks Alliance CPSI (27+TL sites),Neighborhoods
12863237,09/04/2020 03:47:00 PM,09/21/2020 12:58:49 PM,09/21/2020 12:58:49 PM,Closed,Case Resolved,DPW Ops Queue,General Request - PUBLIC WORKS,request_for_service,bses - request_for_service,Intersection of AVERY ST and GEARY BLVD,AVERY ST,5,Lower Pacific Heights,NORTHERN,37.78438667,-122.43385333,"(37.78438667, -122.43385333)",Mobile/Open311,http://mobile311.sfgov.org/reports/12863237/photos,103,4,11,15,11,13,6,29490,9,13,13,,103,,11,,,,,,,2,,,,,103
11866759,12/27/2019 12:45:00 PM,12/27/2019 01:08:00 PM,12/27/2019 01:08:00 PM,Closed,Comment Noted - contacted caltrans,311 Supervisor Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"845 MARINA BLVD, SAN FRANCISCO, CA, 94123",MARINA BLVD,2,Marina,NORTHERN,37.804745198263,-122.44808910426,"(37.8047452, -122.4480891)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866759/photos,17,4,6,13,1,13,6,57,9,17,17,,17,,6,,,,,,,1,,,,,17
11866764,12/27/2019 12:46:17 PM,05/15/2020 11:34:05 AM,05/15/2020 11:34:05 AM,Closed,Case Resolved - case is resolved,DPT SignShop Queue,Sign Repair,Sign - Defaced,Other_Parking_Type - Defaced; support - OK,Intersection of LYON ST and MARINA BLVD,LYON ST,2,Marina,NORTHERN,37.80474849435,-122.44832774804,"(37.80474849, -122.44832775)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866764/photos,17,4,6,27,1,11,6,61,9,30,30,,17,,6,,,,,,,1,,,,,17
11866746,12/27/2019 12:42:02 PM,12/27/2019 02:21:20 PM,12/27/2019 02:21:20 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"141 PRECITA AVE, SAN FRANCISCO, CA, 94110",PRECITA AVE,9,Bernal Heights,INGLESIDE,37.7472434,-122.417527,"(37.7472434, -122.417527)",Web,,83,9,2,2,7,2,4,28859,7,2,2,,83,,2,,7,3,,,,1,,3,,,83
11866735,12/27/2019 12:40:11 PM,12/27/2019 05:32:55 PM,12/27/2019 05:32:55 PM,Closed,Case Resolved - Pickup completed,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1005 GENEVA AVE, SAN FRANCISCO, CA, 94112",GENEVA AVE,11,Excelsior,INGLESIDE,37.7156703,-122.4391656,"(37.7156703, -122.4391656)",Mobile/Open311,,90,9,1,7,6,9,4,28861,7,5,5,,90,,1,,,,4,,,2,,,,,90
11866732,12/27/2019 12:39:00 PM,12/27/2019 01:00:52 PM,12/27/2019 01:00:52 PM,Closed,Case Resolved - Officer responded to request under CAD # 193611609.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,dark blue - Highlander - 6UKR568,"130 FREDERICK ST, SAN FRANCISCO, CA, 94117",FREDERICK ST,5,Haight Ashbury,PARK,37.7675227,-122.4457949,"(37.7675227, -122.4457949)",Web,,25,7,11,3,11,15,8,29492,5,9,9,,25,,11,,,,,,,1,,,,,25
11866727,12/27/2019 12:38:24 PM,12/27/2019 03:35:21 PM,12/27/2019 03:35:21 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"1819 MASON ST, SAN FRANCISCO, CA, 94133",MASON ST,3,Russian Hill,CENTRAL,37.800361504792,-122.412676784105,"(37.8003615, -122.41267678)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866727/photos,107,6,3,32,10,3,1,308,1,32,32,,107,,3,,,,,,,1,,,,,107
12164527,03/02/2020 05:54:00 PM,,03/17/2020 05:08:22 PM,Open,open,Muni Feedback Received Queue,MUNI Feedback,MUNI  - Services_Service_Delivery_Facilities,607_Track_ATCS_Maintenance,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11866755,12/27/2019 12:44:00 PM,01/24/2020 09:30:01 AM,01/24/2020 09:30:01 AM,Closed,Case Resolved - meter shop has closed this request,DPT Meter_Bike Queue,Sign Repair,Sign - Other,Other - Other; support - OK,"1930 OCEAN AVE, SAN FRANCISCO, CA, 94127",OCEAN AVE,7,Mt. Davidson Manor,TARAVAL,37.72571945,-122.46327209,"(37.72571945, -122.46327209)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866755/photos,68,10,8,41,4,9,5,59,8,40,40,,68,,8,,,,,13,,1,,,,,68
11866754,12/27/2019 12:44:00 PM,01/16/2020 09:18:58 AM,01/16/2020 09:18:58 AM,Closed,Agencies responded to request and no encampment in area. Area verified clean.,Duplicate Case Hold Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"389 SHOTWELL ST, SAN FRANCISCO, CA, 94110",SHOTWELL ST,9,Mission,MISSION,37.762315688337,-122.416031080408,"(37.76231569, -122.41603108)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866754/photos,53,3,2,20,7,8,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
12164537,03/02/2020 05:57:00 PM,03/04/2020 08:26:00 PM,03/04/2020 08:26:00 PM,Closed,Case Resolved - done,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"4196 17TH ST, SAN FRANCISCO, CA, 94114",17TH ST,8,Corona Heights,PARK,37.762364958639,-122.439461183087,"(37.76236496, -122.43946118)",Mobile/Open311,http://mobile311.sfgov.org/reports/12164537/photos,113,7,5,5,5,15,8,28862,5,3,3,,113,,5,,,,,,,1,,,,,113
5355100,12/08/2015 08:51:09 AM,12/22/2015 01:46:25 PM,12/22/2015 01:46:25 PM,Closed,Case Transferred,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Services_Service_Delivery_Facilities,601_Delay_No_Show,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11866815,12/27/2019 12:53:00 PM,12/27/2019 04:06:35 PM,12/27/2019 04:06:35 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"246 SANTA ROSA AVE, SAN FRANCISCO, CA, 94112",SANTA ROSA AVE,11,Mission Terrace,INGLESIDE,37.72838973999,-122.438858032227,"(37.72838974, -122.43885803)",Phone,,94,9,1,28,6,9,4,28861,7,25,25,,94,,1,,,,,,,1,,,,,94
11866793,12/27/2019 12:50:44 PM,12/27/2019 03:02:59 PM,12/27/2019 03:02:59 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"566 SHOTWELL ST, SAN FRANCISCO, CA, 94110",SHOTWELL ST,9,Mission,MISSION,37.759469342453,-122.415850041548,"(37.75946934, -122.41585004)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866793/photos,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
11866792,12/27/2019 12:50:37 PM,12/27/2019 03:18:11 PM,12/27/2019 03:18:11 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"566 SHOTWELL ST, SAN FRANCISCO, CA, 94110",SHOTWELL ST,9,Mission,MISSION,37.759463390151,-122.41585412722,"(37.75946339, -122.41585413)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866792/photos,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
12008717,01/29/2020 07:42:00 AM,03/16/2020 01:15:24 PM,03/16/2020 01:15:24 PM,Closed,Case Resolved,Muni Feedback Received Queue,MUNI Feedback,MUNI  -,,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11866797,12/27/2019 12:51:00 PM,01/09/2020 10:07:32 AM,01/09/2020 10:07:32 AM,Closed,"Encampment Removed
Cleared",Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,"3057 21ST ST, SAN FRANCISCO, CA, 94110",21ST ST,9,Mission,MISSION,37.757161731571,-122.415800937289,"(37.75716173, -122.41580094)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866797/photos,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
11866791,12/27/2019 12:50:30 PM,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,Closed,"Case Resolved -  -  X1104: 1188380 NTR: 1188382-cancelled
X1104 # 1188690,
NTR # 1193301,",DPW BSM Queue,Sidewalk or Curb,Missing_Side_Sewer_Vent_Cover,Missing_Side_Sewer_Vent_Cover,"2 GEARY ST, SAN FRANCISCO, CA, 94108",GEARY ST,3,Downtown / Union Square,CENTRAL,37.788004484063,-122.403639704103,"(37.78800448, -122.4036397)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866791/photos,19,6,3,8,10,5,1,28857,1,6,6,10,19,,3,12,,,12,5,,2,,,,,19
12693844,07/25/2020 11:56:36 PM,08/28/2020 02:51:00 PM,08/28/2020 02:51:00 PM,Closed,"Case Resolved - Thank you for bringing this matter to our attention. For all noise issues, we try our best to accommodate the needs of San Francisco citizens by making adjustments when possible. Details such as time, description of the truck, truck #, service address(es), service the truck is providing, etc. can help us pinpoint the cause and driver(s). 
ECHO is on.
In the effort to continue uninterrupted service while planning, preparing, and responding to the Coronavirus outbreak, you may experience an earlier than normal collection times. Recology has instituted staggered work shifts for our employees to minimize large gatherings as recommended by the Center for Disease Control and Prevention. We apologize for the early noise and appreciate your understanding. 
ECHO is on.
Also, all Recology trucks operate under the permitted 75 dBA. per the SFDPH 4.2 Police Code Article 29, Section 2904, Waste Disposal Services, ""There are no limits on noise associated with refuse truck operation, such as noise from crushing, compacting, dropping, or moving waste…It is often necessary that these trucks operate early in the morning on very specific routes that may not be adjustable.""",Recology_Noise,Noise Report,garbage_recycling_collection,Noise Report - garbage_recycling_collection,"689 TOWNSEND ST, SAN FRANCISCO, CA, 94103",TOWNSEND ST,10,Showplace Square,SOUTHERN,37.7702756,-122.4022787,"(37.7702756, -122.4022787)",Web,,33,1,9,4,8,14,2,28856,2,20,20,,33,,9,,,,,,,1,,,,,33
12335703,04/18/2020 04:18:00 PM,04/18/2020 10:10:13 PM,04/18/2020 10:10:13 PM,Closed,Case is a Duplicate - Request is a duplicate and has been previously reported as 12333439,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,Intersection of FILLMORE ST and HERMANN ST,FILLMORE ST,8,Duboce Triangle,PARK,37.770242012653,-122.430125353014,"(37.77024201, -122.43012535)",Mobile/Open311,,28,7,11,9,11,15,6,29492,9,10,10,,28,,11,,,,20,,,1,,,,,28
11866862,12/27/2019 01:01:08 PM,12/27/2019 01:52:38 PM,12/27/2019 01:52:38 PM,Closed,Case Resolved - Pickup completed.,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1000 POST ST, SAN FRANCISCO, CA, 94109",POST ST,3,Lower Nob Hill,NORTHERN,37.787087052289,-122.418293070688,"(37.78708705, -122.41829307)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866862/photos,50,6,3,21,10,13,6,28858,9,21,21,,50,,3,,,,,,,2,,,,,50
11866860,12/27/2019 01:00:43 PM,12/27/2019 01:52:53 PM,12/27/2019 01:52:53 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"1500 QUESADA AVE, SAN FRANCISCO, CA, 94124",QUESADA AVE,10,Bayview,BAYVIEW,37.731357319316,-122.387733953188,"(37.73135732, -122.38773395)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866860/photos,86,2,9,1,8,10,3,58,3,1,1,,86,,9,,,,,,,2,,,,,86
11866857,12/27/2019 01:00:00 PM,12/27/2019 10:15:59 PM,12/27/2019 10:15:59 PM,Closed,Case is a Duplicate - Request is a duplicate and has been previously reported as 11862734,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1970 MARKET ST, SAN FRANCISCO, CA, 94102",MARKET ST,8,Mint Hill,SOUTHERN,37.769907410292,-122.425793409462,"(37.76990741, -122.42579341)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866857/photos,27,1,5,20,5,8,2,28853,2,19,19,,27,,5,,,,,9,,2,,,,,27
11866852,12/27/2019 12:59:38 PM,12/27/2019 02:10:08 PM,12/27/2019 02:10:08 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"2380 19TH AVE, SAN FRANCISCO, CA, 94116",19TH AVE,7,Golden Gate Heights,TARAVAL,37.7433996,-122.4754777,"(37.7433996, -122.4754777)",Web,,44,10,8,41,4,1,5,29491,8,40,40,,44,,8,,,,,,,1,,,,,44
11866833,12/27/2019 12:56:00 PM,01/09/2020 10:07:32 AM,01/09/2020 10:07:32 AM,Closed,"Encampment Removed
Cleared",Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,Intersection of 21ST ST and SHOTWELL ST,21ST ST,9,Mission,MISSION,37.757206981012,-122.41558790431,"(37.75720698, -122.4155879)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866833/photos,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
11866828,12/27/2019 12:56:00 PM,01/09/2020 10:54:37 AM,01/09/2020 10:54:37 AM,Closed,"Encampment Removed
Cleared",HSOC Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"701 SHOTWELL ST, SAN FRANCISCO, CA, 94110",SHOTWELL ST,9,Mission,MISSION,37.757150991855,-122.415478136504,"(37.75715099, -122.41547814)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866828/photos,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
11293723,08/19/2019 03:19:00 PM,07/22/2020 08:32:29 AM,07/22/2020 08:32:29 AM,Closed,Case Resolved - SFMTA has responded to the issue.,SFMTA - Parking Enforcement - G,General Request - MTA,complaint,mta_other - complaint,Intersection of 4TH ST and TOWNSEND ST,4TH ST,6,South of Market,SOUTHERN,37.777088165283,-122.394981384277,"(37.77708817, -122.39498138)",Phone,,34,1,10,4,9,6,2,28856,2,20,20,,34,,10,,,,,,,1,,,,,34
12701489,07/28/2020 07:23:00 AM,08/31/2020 01:30:30 PM,08/31/2020 01:30:30 PM,Closed,Administrative Closure - Per process - cases are closed 30 days after assignment.,AT and T - Graffiti Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"3374 25TH ST, SAN FRANCISCO, CA, 94110",25TH ST,9,Mission,MISSION,37.75072833,-122.41747167,"(37.75072833, -122.41747167)",Mobile/Open311,http://mobile311.sfgov.org/reports/12701489/photos,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
11866907,12/27/2019 01:06:00 PM,12/27/2019 02:15:03 PM,12/27/2019 02:15:03 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"1003 SHOTWELL ST, SAN FRANCISCO, CA, 94110",SHOTWELL ST,9,Mission,MISSION,37.752177128603,-122.415155936147,"(37.75217713, -122.41515594)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866907/photos,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
11866885,12/27/2019 01:03:00 PM,12/27/2019 01:27:02 PM,12/27/2019 01:27:02 PM,Closed,Case Resolved - Officer responded to request under CAD # 193611724.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,Grey - Honda CR-V - 8DUY599,"1491 SILVER AVE, SAN FRANCISCO, CA, 94134",SILVER AVE,9,Portola,BAYVIEW,37.73212482,-122.40707015,"(37.73212482, -122.40707015)",Phone,,91,2,2,25,7,10,3,309,3,28,28,,91,,2,,,,,,,2,,,,,91
11866891,12/27/2019 01:04:00 PM,12/27/2019 01:40:30 PM,12/27/2019 01:40:30 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of SAN BRUNO AVE and SILVER AVE,SAN BRUNO AVE,9,Portola,BAYVIEW,37.732437133789,-122.405609130859,"(37.73243713, -122.40560913)",Phone,,91,2,2,25,7,10,3,309,3,28,28,,91,,2,,,,,,,2,,,,,91
11866890,12/27/2019 01:04:00 PM,12/27/2019 01:37:38 PM,12/27/2019 01:37:38 PM,Closed,Case Resolved - Officer responded to request under CAD # 193611705. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,Blue - Toyota Camry - 4VZE399,"1336 GROVE ST, SAN FRANCISCO, CA, 94117",GROVE ST,5,Panhandle,PARK,37.7761029,-122.4387384,"(37.7761029, -122.4387384)",Web,,24,7,11,9,11,15,8,29492,5,10,10,,24,,11,,,,,,,1,,,,,24
11866887,12/27/2019 01:03:00 PM,12/27/2019 04:48:35 PM,12/27/2019 04:48:35 PM,Closed,Case Resolved - Completed,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1209 PALOU AVE, SAN FRANCISCO, CA, 94124",PALOU AVE,10,Bayview,BAYVIEW,37.72973767,-122.38398984,"(37.72973767, -122.38398984)",Mobile/Open311,,86,2,9,1,8,10,3,58,3,1,1,,86,,9,,,,,,,2,,,,,86
11866882,12/27/2019 01:03:00 PM,12/27/2019 05:32:57 PM,12/27/2019 05:32:57 PM,Closed,Case Resolved - Pickup completed,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2494 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",SAN BRUNO AVE,9,Portola,BAYVIEW,37.730144500732,-122.404769897461,"(37.7301445, -122.4047699)",Phone,,91,2,2,25,7,10,3,309,3,28,28,,91,,2,,4,,,,,2,,,,,91
12008757,01/29/2020 07:49:00 AM,,03/11/2020 08:47:34 AM,Open,open,Muni Feedback Received Queue,MUNI Feedback,MUNI  - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,301_Discourtesy_to_Customer,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11866884,12/27/2019 01:03:31 PM,01/21/2020 12:10:02 PM,01/21/2020 12:10:02 PM,Closed,Case Resolved - The sign shop has completed and closed this request.,DPT SignShop Queue,Sign Repair,Sign - Defaced,Other_Parking_Type - Defaced; support - OK,"3157 BAKER ST, SAN FRANCISCO, CA, 94123",BAKER ST,2,Marina,NORTHERN,37.800113789133,-122.446545400282,"(37.80011379, -122.4465454)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866884/photos,17,4,6,13,1,13,6,57,9,17,17,,17,,6,,,,,,,1,,,,,17
12891338,09/12/2020 08:52:25 AM,10/12/2020 11:00:02 PM,10/12/2020 11:00:02 PM,Closed,Transferred - Your request falls under the responsibility of The United States Postal Service (USPS) and we have submitted the request to them.,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Not_Offensive,Intersection of 19TH ST and LEXINGTON ST,19TH ST,9,Mission,MISSION,37.76015555964,-122.420681006232,"(37.76015556, -122.42068101)",Mobile/Open311,http://mobile311.sfgov.org/reports/12891338/photos,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
12891862,09/12/2020 11:15:58 AM,10/12/2020 11:00:02 PM,10/12/2020 11:00:02 PM,Closed,Transferred - Your request falls under the responsibility of The United States Postal Service (USPS) and we have submitted the request to them.,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Not_Offensive,"2789 25TH ST, SAN FRANCISCO, CA, 94110",25TH ST,10,Potrero Hill,MISSION,37.7514597,-122.4056626,"(37.7514597, -122.4056626)",Mobile/Open311,http://mobile311.sfgov.org/reports/12891862/photos,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
11866946,12/27/2019 01:13:00 PM,02/04/2020 07:51:00 AM,02/04/2020 07:51:00 AM,Closed,Case Resolved - Resolved on 1/17/2020 with work order SMY-216660.,RPD TMA Queue,Sidewalk or Curb,Sidewalk_Defect,Lifted_sidewalk_other,"69 DR CARLTON B GOODLETT PL, SAN FRANCISCO, CA, 94102",DR CARLTON B GOODLETT PL,6,Civic Center,NORTHERN,37.779884986262,-122.418380617535,"(37.77988499, -122.41838062)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866946/photos,21,4,10,36,9,7,6,28852,9,36,36,,21,1,10,,,1,,8,1,2,1,1,39,,21
11866937,12/27/2019 01:11:54 PM,01/26/2020 11:00:36 PM,01/26/2020 11:00:36 PM,Closed,Transferred - Your request falls under the responsibility of The United States Postal Service (USPS) and we have submitted the request to them.,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Not_Offensive,"1150 16TH ST, SAN FRANCISCO, CA, 94107",16TH ST,10,Showplace Square,SOUTHERN,37.766361110879,-122.398096332441,"(37.76636111, -122.39809633)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866937/photos,33,1,9,4,8,14,3,28856,3,20,20,,33,,9,,,,,,,1,,,,,33
11866948,12/27/2019 01:14:17 PM,12/27/2019 06:40:27 PM,12/27/2019 06:40:27 PM,Closed,Case Resolved - WASTE NOT FOUND,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"585 BUSH ST, SAN FRANCISCO, CA, 94108",BUSH ST,3,Downtown / Union Square,CENTRAL,37.790364206836,-122.406367407116,"(37.79036421, -122.40636741)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866948/photos,19,6,3,8,10,5,1,28857,1,6,6,,19,,3,,,,,5,,2,,,,,19
11866939,12/27/2019 01:12:15 PM,12/27/2019 06:19:34 PM,12/27/2019 06:19:34 PM,Closed,Case Resolved - Pickup completed.                                 Other;,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Electronics,"1388 TENNESSEE ST, SAN FRANCISCO, CA, 94107",TENNESSEE ST,10,Central Waterfront,BAYVIEW,37.7544751,-122.3890406,"(37.7544751, -122.3890406)",Mobile/Open311,http://mobile311.sfgov.org/reports/11866939/photos,56,2,9,26,8,10,3,28856,3,29,29,,56,,9,,,,22,14,,1,,,,,56
11866938,12/27/2019 01:11:00 PM,12/28/2019 03:28:00 PM,12/28/2019 03:28:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"5 LUCERNE ST, SAN FRANCISCO, CA, 94103",LUCERNE ST,6,South of Market,SOUTHERN,37.773670196533,-122.401557922363,"(37.7736702, -122.40155792)",Phone,,32,1,10,34,9,14,2,28853,2,34,34,,32,,10,,,,,,,2,,,,,32
11866912,12/27/2019 01:06:49 PM,12/27/2019 03:03:05 PM,12/27/2019 03:03:05 PM,Closed,Case Transferred - No vehicle number or contact info. provided for follow up. Operator MOU requires customer contact info.,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Conduct_Inattentiveness_Negligence,201_Pass_Up_Did_Not_Wait_for_Transferee,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,
